property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
house,independent,sector 54,3.51,12342,4,4,3,4,New Property,2844,0,1,0,0,0,0,73,"28.4348° N, 77.1089° E",28.4348,77.1089
house,independent,sector 10,3.6,19608,3,4,3,3,Moderately Old,1836,0,0,0,1,0,1,28,"28.4537° N, 77.0009° E",28.4537,77.0009
flat,godrej aria,sector 79,1.1,11482,2,2,3,9,New Property,81,0,0,0,0,0,0,62,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,m3m woodshire,sector 107,1.02,6649,2,2,3,6,Relatively New,1388,1,0,0,0,0,0,112,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,bestech park view ananda,sector 81,0.95,6985,2,2,2,14,Relatively New,1260,0,0,0,0,0,1,165,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,smart world gems,sector 89,1.25,8784,3,3,3,2,Under Construction,1288,0,0,0,1,0,0,12,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 4,0.92,15257,1,4,3,4,Moderately Old,603,0,0,0,0,1,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,shree vardhman flora,sector 90,0.65,4815,2,2,3,3,Relatively New,1222,1,0,0,0,0,0,106,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,shree arihant apartment,sector 54,1.5,8108,3,3,3+,4,Moderately Old,1700,0,0,0,1,0,1,75,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,godrej summit,sector 104,0.82,9856,2,2,3,12,Relatively New,86,1,0,0,0,0,0,120,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ats kocoon,sector 109,2.95,10351,4,4,3+,7,Relatively New,3150,0,1,1,0,0,1,158,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ansal heights 86,sector 86,0.87,5367,2,2,1,12,New Property,1231,0,0,0,0,1,1,45,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,emaar mgf emerald floors premier,sector 65,2.3,13939,3,4,3,3,Relatively New,1833,1,1,1,1,0,2,174,"28.4030° N, 77.0690° E",28.403,77.069
flat,m3m heights,sector 65,2.33,18477,2,2,3,35,Under Construction,1141,0,0,0,0,0,1,49,"28.4030° N, 77.0690° E",28.403,77.069
flat,ats tourmaline,sector 109,1.75,8140,3,4,3+,9,Relatively New,1946,0,1,0,0,0,0,94,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,emaar gurgaon greens,sector 102,1.39,8424,3,3,3,7,Relatively New,1493,0,1,0,0,0,1,21,"28.4750° N, 76.9715° E",28.475,76.9715
flat,valley view estate,gwal pahari,0.38,6090,1,1,1,11,Moderately Old,565,0,0,0,0,0,0,42,"28.4484° N, 77.0210° E",28.4484,77.021
flat,dhoot time residency,sector 63,2.2,12813,3,4,3+,8,Moderately Old,1554,1,0,0,0,0,1,61,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,godrej nature plus,sector 33,1.67,10503,3,2,2,18,Under Construction,1857,0,0,0,0,0,0,67,"28.4420° N, 77.0207° E",28.442,77.0207
house,independent,sector 28,12,42194,4,5,3+,4,Relatively New,2844,0,1,1,1,0,1,60,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,avl 36 gurgaon,sector 36,0.45,9000,1,1,1,9,Relatively New,452,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
flat,the close north,sector 50,2.35,11358,3,3,3,8,Moderately Old,1900,0,0,0,0,0,1,49,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,parsvnath green ville,sector 48,2,7764,3,3,0,15,Relatively New,1923,0,1,0,0,0,0,74,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,valley view estate,gwal pahari,1.5,8278,4,4,3+,9,Old Property,2013,1,1,0,0,1,0,135,"28.4484° N, 77.0210° E",28.4484,77.021
flat,la vida by tata housing,sector 113,1.9,18500,3,2,2,10,Relatively New,1285,0,0,0,1,0,1,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,signature global solera,sector 107,0.49,8221,2,2,1,8,Relatively New,598,0,0,0,0,1,2,49,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,suncity vatsal valley,gwal pahari,1.45,10140,3,3,3,4,Under Construction,1430,0,0,0,0,0,0,49,"28.4484° N, 77.0210° E",28.4484,77.021
flat,tulip violet,sector 69,1.43,8888,3,3,2,1,Relatively New,1305,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,mapsko mount ville,sector 79,1.4,9396,3,3,3,2,New Property,1656,0,0,0,0,0,1,112,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,krrish provence estate,gwal pahari,5.25,9052,4,5,3+,2,New Property,5249,1,1,0,1,0,0,49,"28.4484° N, 77.0210° E",28.4484,77.021
flat,tulip violet,sector 69,1.9,9453,4,4,2,0,Relatively New,1819,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ats triumph,sector 104,1.75,7642,3,4,3+,12,Relatively New,2036,1,1,0,1,1,1,21,"28.4788° N, 76.9960° E",28.4788,76.996
house,central park flower valley,sector 33,1.15,9350,2,2,3,2,Relatively New,1400,1,0,0,0,0,1,71,"28.4420° N, 77.0207° E",28.442,77.0207
flat,takshila heights sector 37 c,sector 37,0.67,5583,2,2,2,3,Relatively New,1086,0,0,0,0,0,0,23,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,rof ananda,sector 95,0.2,5602,1,1,1,2,Relatively New,407,0,0,0,1,0,0,53,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,tulip violet,sector 69,1.68,10072,3,3,2,0,Relatively New,1510,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
house,dlf city plots phase 2,sector 25,6.3,35000,4,4,3+,2,Old Property,1800,0,1,1,0,0,0,89,"28.4844° N, 77.0860° E",28.4844,77.086
flat,tulip white,sector 69,0.9,6000,3,2,3+,1,Relatively New,1326,0,0,0,0,0,1,149,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ireo the corridors,sector 67a,1.6,9265,3,3,2,3,New Property,1346,0,0,1,0,0,1,142,"28.3960° N, 77.0372° E",28.396,77.0372
flat,m3m the tree of life,sector 111,2.35,14551,3,3,3+,5,Under Construction,1615,0,0,0,0,0,0,0,"28.5238° N, 77.0320° E",28.5238,77.032
flat,ats tourmaline,sector 109,1.45,6744,3,4,3+,4,Relatively New,1797,0,1,0,0,0,0,71,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 4,2.35,16319,4,4,2,2,Old Property,1440,0,0,0,1,0,0,43,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,smart world gems,sector 89,1.2,8433,3,3,2,3,New Property,1423,1,0,0,0,1,0,37,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 45,16,35003,6,7,3+,3,Relatively New,4500,1,1,1,1,0,1,105,"28.4466° N, 77.0660° E",28.4466,77.066
flat,laxmi pareena,sector 99,0.3,6667,2,1,0,12,New Property,500,0,0,0,0,0,0,0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,vatika lifestyle homes,sector 83,1.3,4545,3,3,1,6,Relatively New,2588,0,0,0,0,0,1,79,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,pivotal riddhi siddhi,sector 99,0.4,4444,2,2,2,9,New Property,733,0,0,0,0,0,0,60,"28.4640° N, 76.9614° E",28.464,76.9614
flat,earth copia,sector 112,0.7,4673,2,2,2,4,Relatively New,1498,0,0,0,0,0,0,65,"28.5189° N, 77.0183° E",28.5189,77.0183
house,independent,sector 3,0.55,7333,1,1,0,1,Moderately Old,750,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
house,independent,sector 7,2,13889,2,2,2,2,Old Property,1440,0,0,0,0,0,0,22,"28.4644° N, 77.0143° E",28.4644,77.0143
house,independent,sector 4,0.8,11852,2,3,1,2,Moderately Old,675,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,palam vihar extension west zone rwa,sector 2,0.2,4000,1,1,1,1,Moderately Old,556,0,0,0,0,1,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
house,international city by sobha phase 1,sector 109,6,9634,4,5,3,2,Moderately Old,6228,0,0,0,0,0,0,76,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,orris carnation residency,sector 85,0.88,5954,3,3,1,1,Relatively New,1344,0,0,0,0,0,0,65,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,emaar gurgaon greens,sector 102,1.4,13685,3,3,3,7,Relatively New,1315,0,1,0,0,0,0,67,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sobha city,sector 108,3.35,13267,3,4,2,19,New Property,2525,0,0,0,0,0,0,102,"28.5134° N, 76.9830° E",28.5134,76.983
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10227,3,3,3,1,Relatively New,1531,0,0,0,0,0,0,100,"28.4750° N, 76.9715° E",28.475,76.9715
flat,raheja vanya,sector 99,0.85,6789,2,2,2,3,New Property,1133,0,0,0,0,0,0,43,"28.4640° N, 76.9614° E",28.464,76.9614
flat,not applicable,sector 4,0.42,5600,2,2,1,3,Relatively New,833,0,0,0,0,0,1,26,"28.4738° N, 77.0107° E",28.4738,77.0107
house,independent,sector 7,1.55,13889,2,2,2,1,Moderately Old,1080,0,0,0,0,0,1,52,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,ansal heights 86,sector 86,0.78,5735,2,2,1,8,New Property,1231,0,0,0,0,0,0,67,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,ashiana anmol,sector 33,1.1,8627,2,2,2,4,Under Construction,1275,0,0,0,0,0,0,0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,tulip violet,sector 69,1.42,8999,3,3,2,8,Relatively New,1428,0,0,0,1,0,1,94,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,raheja vedaanta,sector 108,0.7,4651,2,2,2,12,Moderately Old,1362,0,0,0,0,0,0,72,"28.5134° N, 76.9830° E",28.5134,76.983
flat,navjyoti apartment,sector 38,2.1,11939,4,4,3+,10,Old Property,1954,0,0,0,0,0,2,22,"28.4347° N, 77.0430° E",28.4347,77.043
house,unitech espace,sector 50,7.5,34722,3,3,2,2,Moderately Old,2160,0,1,0,0,0,1,66,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sare homes,sector 92,0.95,4750,4,3,2,17,New Property,1983,0,0,0,0,0,0,7,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,jmd gardens,sector 33,3.25,7509,4,4,3+,17,Old Property,4809,0,1,0,0,0,1,130,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sukhshanti apartment,sector 56,1.7,7727,3,3,3,4,Moderately Old,2200,1,0,0,0,0,0,49,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,godrej oasis,sector 88a,1.19,10162,2,2,3,15,Relatively New,1387,1,0,0,1,0,1,174,"28.4347° N, 76.9557° E",28.4347,76.9557
house,independent,sector 23,1.2,6231,3,2,2,3,New Property,1500,0,0,0,0,0,1,79,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378,2,2,2,11,New Property,1166,0,0,0,0,0,1,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,bestech park view city,sector 48,1.76,9910,3,3,3+,9,Moderately Old,1576,0,1,0,1,0,1,158,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,microtek greenburg,sector 86,1.45,9797,3,2,3,8,Relatively New,1480,0,0,0,0,0,2,72,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,tulip violet,sector 69,1.4,8855,3,3,2,9,Relatively New,1428,0,0,0,1,0,0,120,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,pioneer urban presidia,sector 62,7.15,16486,4,5,3+,7,Relatively New,3925,1,1,1,0,0,1,158,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,bestech park view spa next,sector 67,2.72,11574,4,4,3+,0,Relatively New,2250,0,1,0,1,0,1,128,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,signature global orchard avenue,sector 93,0.4,7353,2,2,2,11,New Property,604,0,0,0,0,0,0,37,"28.4153° N, 76.9326° E",28.4153,76.9326
house,vipul tatvam villa,sector 48,19.5,22222,5,6,3,2,Moderately Old,8775,1,1,1,1,0,1,110,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,experion windchants,sector 112,5.6,11530,4,6,3+,15,Moderately Old,3662.34,0,1,0,0,0,1,157,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,tarc maceo,sector 91,0.96,5411,2,2,3+,8,Moderately Old,1271,0,0,0,0,0,0,85,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,dlf the ultima,sector 81,2.34,11185,3,4,3+,14,Relatively New,1760,0,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,bhawna cghs,sector 43,3.25,10156,4,4,3+,12,Moderately Old,3115,0,0,0,1,0,1,119,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,emaar mgf palm hills,sector 77,1.25,8621,3,4,3,3,Relatively New,1310,1,1,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,smart world orchard,sector 61,1.47,12250,2,2,2,2,Under Construction,1333,1,0,0,0,0,0,76,"28.4050° N, 77.0963° E",28.405,77.0963
house,independent,sector 36,0.75,6938,3,1,0,1,New Property,1081,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
house,independent,sector 28,10.5,32407,5,6,3+,3,New Property,3240,1,1,0,1,0,1,153,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,bestech park view residency,sector 2,0.98,6262,2,2,3,14,Moderately Old,1416,1,0,0,0,0,0,92,"28.5095° N, 77.0320° E",28.5095,77.032
flat,tulip violet,sector 69,1.66,10134,3,3,2,0,Relatively New,1482,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,smriti apartment,sector 56,0.52,10656,1,1,1,1,Old Property,475,0,0,0,0,0,0,34,"28.4245° N, 77.0991° E",28.4245,77.0991
house,independent,sector 12,0.7,4118,4,4,1,2,Moderately Old,1700,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
house,ansals palam vihar,sector 2,9,19231,5,5,2,2,Old Property,4680,1,1,1,1,0,2,110,"28.5095° N, 77.0320° E",28.5095,77.032
flat,ss the leaf,sector 85,1.2,10453,2,2,3+,2,Relatively New,1380,0,0,1,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,avl 36 gurgaon,sector 36,0.36,9000,1,1,1,7,Relatively New,407,0,0,0,0,0,0,95,"28.4160° N, 76.9914° E",28.416,76.9914
house,independent,sector 5,3.5,15556,6,5,2,3,Old Property,2250,1,1,0,1,1,2,155,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,bestech park view spa next,sector 67,2.35,12145,3,4,3+,14,Moderately Old,1751,0,1,0,0,0,1,156,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,vatika gurgaon,sector 83,0.85,8947,2,2,2,18,Moderately Old,1100,0,0,0,1,0,1,119,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,godrej air,sector 85,1.05,10606,2,2,1,15,Under Construction,97,0,0,0,0,0,0,45,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,spaze privy,sector 72,1.9,9620,3,3,3,10,Moderately Old,1787,0,1,0,0,0,1,31,"28.4225° N, 77.0211° E",28.4225,77.0211
house,nul,sector 25,6.25,34722,5,5,3,2,Moderately Old,1800,0,1,0,1,0,1,112,"28.4844° N, 77.0860° E",28.4844,77.086
flat,m3m soulitude,sector 89,1.32,16923,3,3,3,1,Under Construction,867,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,paras dews,sector 106,0.88,6354,2,2,3+,1,Relatively New,940,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,bptp park generations,sector 37d,1.5,9868,3,2,3+,17,Relatively New,1376,0,0,0,0,0,0,42,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,ats kocoon,sector 109,1.75,10029,3,3,3,10,Relatively New,1550,0,0,0,1,0,1,49,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,imperia the esfera,sector 37,0.9,6272,3,3,3,9,Relatively New,1435,0,0,0,0,0,0,66,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,m3m merlin,sector 67,3,14656,3,3,3+,4,Relatively New,2047,0,0,1,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
house,independent,sector 12,3.71,19818,3,3,1,4,Moderately Old,1872,0,0,0,1,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,la vida by tata housing,sector 113,2.85,12855,3,3,3+,10,New Property,2006,0,1,0,0,0,0,72,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,corona optus,sector 37,1.25,8929,3,3,3,2,Relatively New,1563,1,0,0,0,0,0,49,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,ats triumph,sector 104,2,8734,3,4,3+,4,Relatively New,2072,0,1,0,0,0,0,60,"28.4788° N, 76.9960° E",28.4788,76.996
flat,signature global solera,sector 107,0.35,6494,2,2,2,8,Relatively New,608,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,ats kocoon,sector 109,2.15,10263,3,4,3,9,Relatively New,1896,0,1,0,0,0,0,97,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,emaar mgf palm hills,sector 77,1.64,8410,4,3,3,9,Relatively New,1765,0,1,0,0,0,0,102,"28.3801° N, 76.9845° E",28.3801,76.9845
house,independent,sector 4,0.85,7522,3,3,0,1,Moderately Old,1130,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,malibu towne,sector 47,2.4,10000,3,3,0,0,Moderately Old,2667,0,0,0,0,0,1,22,"28.4276° N, 77.0492° E",28.4276,77.0492
house,independent,sector 13,4.5,9091,4,5,2,2,Old Property,4950,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
flat,sidhartha ncr one phase,sector 95,0.43,3152,2,2,2,6,Relatively New,1300,0,0,0,0,0,0,120,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,emaar gurgaon greens,sector 102,1.38,13490,3,3,3,6,Relatively New,1315,0,1,0,0,0,1,128,"28.4750° N, 76.9715° E",28.475,76.9715
house,dlf city plots phase 2,sector 25,15.5,34307,5,6,3+,3,Moderately Old,4518,1,1,1,1,0,0,144,"28.4844° N, 77.0860° E",28.4844,77.086
flat,chd avenue,sector 71,1.35,5745,4,4,3,8,Moderately Old,2127,0,1,0,0,0,0,26,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,emaar mgf emerald floors premier,sector 65,3,15190,4,4,3+,2,Relatively New,1975,0,1,0,0,0,0,87,"28.4030° N, 77.0690° E",28.403,77.069
flat,m3m woodshire,sector 107,0.75,5490,2,2,3+,14,Relatively New,1201,0,0,0,1,0,0,174,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,signature global solera,sector 107,0.36,6569,2,2,1,9,Relatively New,496,0,0,0,0,0,0,28,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,m3m soulitude,sector 89,1,9066,2,2,2,2,New Property,1226,1,0,0,0,0,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,vipul world floors,sector 48,4.3,13871,4,5,3+,4,New Property,3444,1,1,0,1,0,0,88,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ireo the corridors,sector 67a,1.7,9844,3,3,2,10,New Property,1346,0,1,0,0,1,1,44,"28.3960° N, 77.0372° E",28.396,77.0372
flat,tulip violet,sector 69,1.36,8843,3,3,1,12,Relatively New,1392,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
house,ansal sushant lok 2,sector 56,3.4,22222,6,6,3+,2,Moderately Old,1530,0,0,0,0,0,1,29,"28.4245° N, 77.0991° E",28.4245,77.0991
house,independent,sector 67,3,11905,4,4,0,3,Moderately Old,2800,0,0,0,0,0,0,0,"28.3859° N, 77.0608° E",28.3859,77.0608
house,independent,sector 43,14,39886,9,9,3+,4,Moderately Old,3510,0,1,0,0,0,0,7,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,sobha city,sector 108,3.95,16859,3,5,2,15,New Property,2343,0,1,0,0,0,0,118,"28.5134° N, 76.9830° E",28.5134,76.983
house,dlf the grove,sector 54,5.7,23457,4,4,0,1,Moderately Old,2430,0,0,0,0,0,0,46,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,dlf new town heights,sector 90,1.65,5684,4,4,3+,7,Moderately Old,2468,0,0,0,0,0,0,117,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ansals duplex flat,sector 2,0.95,7308,2,3,2,1,Old Property,1444,1,0,0,0,0,1,20,"28.5095° N, 77.0320° E",28.5095,77.032
flat,dlf new town heights,sector 90,1.25,6477,3,3,3+,6,Relatively New,1929,0,1,0,1,0,0,136,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,indiabulls enigma,sector 110,3.79,9896,5,5,3,4,Relatively New,3466,0,1,0,0,1,0,125,"28.5145° N, 77.0197° E",28.5145,77.0197
house,my home,sector 110,0.34,12593,2,2,2,3,Moderately Old,270,0,0,0,0,0,0,22,"28.5145° N, 77.0197° E",28.5145,77.0197
house,independent,sector 24,3.5,32407,2,4,3,3,Old Property,1080,0,0,0,0,0,0,15,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449,3,3,3,10,Relatively New,1465,1,1,0,1,1,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,smart world orchard,sector 61,1.58,13739,2,2,2,3,New Property,1278,1,0,0,0,0,0,15,"28.4050° N, 77.0963° E",28.405,77.0963
flat,gls avenue 51,sector 92,0.5,7812,3,3,1,0,Relatively New,579,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
house,independent,sector 48,5.5,23504,4,4,2,2,Relatively New,2340,0,1,0,0,0,1,22,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,lotus homz,sector 111,0.36,8889,1,1,1,10,Relatively New,450,0,0,0,0,0,0,44,"28.5238° N, 77.0320° E",28.5238,77.032
flat,tulip violet,sector 69,2,9583,4,4,2,0,Relatively New,1889,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
house,ireo victory valley,sector 67,8,22222,6,7,3+,3,Moderately Old,3600,1,1,1,1,0,1,151,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,malibu towers,sector 47,2.45,10699,3,4,2,1,Old Property,2544,1,0,0,0,0,1,42,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,tulip violet,sector 69,2.05,9951,4,4,2,0,Relatively New,1889,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ats triumph,sector 104,4.45,6846,4,5,3+,27,Relatively New,7222,0,0,0,0,0,0,110,"28.4788° N, 76.9960° E",28.4788,76.996
flat,shapoorji pallonji joyville gurugram,sector 102,1.42,10380,2,2,3,14,Relatively New,1368,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,la vida by tata housing,sector 113,2.4,10825,3,4,3+,5,Relatively New,1940,0,1,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
house,independent,sector 21,0.6,6173,3,3,2,3,Old Property,972,0,0,0,0,0,0,0,"28.5134° N, 77.0723° E",28.5134,77.0723
house,independent,sector 26,17,37627,5,5,3+,2,Relatively New,4518,1,1,1,1,0,1,124,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,sobha city,sector 108,2.5,14611,3,3,2,19,New Property,1480,0,0,0,0,0,0,166,"28.5134° N, 76.9830° E",28.5134,76.983
flat,ardee city,sector 52,1.5,9146,4,4,3,3,Old Property,1484,0,0,0,0,0,0,65,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,umang monsoon breeze,sector 78,1.15,5285,3,3,3,9,Moderately Old,1969,0,1,0,0,1,0,22,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,signature global solera,sector 107,0.28,5833,2,2,2,0,Relatively New,543,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,signature global park 4,sector 36,0.85,11333,3,2,3,1,New Property,833,0,0,0,0,0,0,33,"28.4160° N, 76.9914° E",28.416,76.9914
flat,dlf the ultima,sector 81,3.45,12357,4,4,3+,25,Moderately Old,2527,0,1,0,0,0,0,67,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,tata primanti,sector 72,4.25,13077,4,4,3+,0,Relatively New,2941,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,smart world gems,sector 89,1.2,8433,3,3,2,2,New Property,1423,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,signature global grand iva,sector 103,0.5,6250,2,2,2,10,Relatively New,698,0,0,0,0,0,0,8,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,godrej oasis,sector 88a,1.45,8367,2,2,3+,9,Relatively New,133,1,0,0,0,0,2,85,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,emaar mgf the palm drive,sector 66,2.8,14359,3,3,2,12,New Property,1950,1,1,0,1,0,2,69,"28.3925° N, 77.0541° E",28.3925,77.0541
house,independent,sector 23,2.8,17983,5,5,3+,2,Old Property,1557,0,0,0,1,0,1,74,"28.5121° N, 77.0478° E",28.5121,77.0478
house,international city by sobha phase 1,sector 109,6.75,10838,4,4,3+,2,New Property,6228,0,1,0,1,0,0,130,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 7,1.15,8519,5,3,2,2,Old Property,1350,0,0,0,1,0,0,15,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,signature global rosellia,sector 95,0.45,8755,2,2,2,14,New Property,571,0,0,0,0,0,0,24,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,dlf new town heights,sector 91,1.75,7403,4,4,3+,9,Relatively New,2139,0,1,0,1,0,0,88,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,vatika gurgaon,sector 83,1.1,6162,3,3,3+,5,Relatively New,1600,0,0,0,0,0,1,96,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,pareena mi casa,sector 68,1.7,8504,4,4,3,2,New Property,1809,0,0,0,0,0,0,47,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,raheja the vedaanta floors,sector 108,0.7,4522,2,2,3,1,Moderately Old,1720,0,0,0,0,0,1,0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,bestech park view residency,sector 2,1.51,7869,3,4,3+,7,Moderately Old,1738,0,1,0,0,0,1,84,"28.5095° N, 77.0320° E",28.5095,77.032
flat,pyramid urban homes 2,sector 86,0.44,7321,2,2,2,6,Relatively New,668,0,0,0,0,0,1,63,"28.3986° N, 76.9384° E",28.3986,76.9384
