property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,m3m capital,sector 113,2,12012,3,3,2,24,Under Construction,1507,0,0,0,0,0,0,47,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,ramprastha primera,sector 37d,1.1,6111,3,3,3,6,Relatively New,1700,0,0,0,0,0,0,149,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,m3m soulitude,sector 89,1.42,9979,3,3,2,3,New Property,1581,0,0,0,0,0,0,15,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,godrej,sector 79,1.41,8998,2,2,3,3,New Property,1747,1,0,0,0,0,0,104,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,smart world gems,sector 89,1.16,10498,3,2,3,1,New Property,998,1,0,0,0,0,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259,3,3,3+,15,New Property,1700,0,0,0,1,0,0,174,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 45,10,30864,6,6,3+,4,Moderately Old,3240,1,1,1,1,0,1,70,"28.4466° N, 77.0660° E",28.4466,77.066
flat,indiabulls centrum park,sector 103,1.2,8433,2,2,3,3,Moderately Old,1288,0,0,0,0,0,0,26,"28.4949° N, 76.9845° E",28.4949,76.9845
house,unitech uniworld resorts,sector 33,9.55,19293,6,7,3+,2,Relatively New,4950,1,1,1,1,0,1,126,"28.4420° N, 77.0207° E",28.442,77.0207
flat,pyramid urban homes 2,sector 86,0.43,8583,2,2,1,6,New Property,557,1,0,0,0,0,0,92,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,bptp terra,sector 37d,1.75,7987,4,4,3,7,Relatively New,2100,0,0,0,0,1,1,120,"28.4478° N, 76.9703° E",28.4478,76.9703
house,independent,sector 4,3.3,14667,3,3,2,1,Old Property,2250,0,0,0,0,0,0,34,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,ats kocoon,sector 109,1.7,12879,3,3,3,22,Relatively New,1550,0,0,0,0,0,0,103,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sbtl caladium,sector 109,1.63,6405,3,3,2,8,Relatively New,2303,0,1,0,0,0,0,159,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,experion windchants,sector 112,3.65,11428,3,5,2,3,Relatively New,2800,0,1,0,0,0,0,72,"28.5189° N, 77.0183° E",28.5189,77.0183
house,independent,sector 7,2.25,16892,5,3,0,2,Old Property,148,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,vatika lifestyle homes,sector 83,1.1,6268,3,3,2,8,Relatively New,1588,1,0,1,1,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,tarc maceo,sector 91,1.8,7759,3,3,3+,0,Relatively New,2578,0,0,0,1,0,2,45,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,smart world orchard,sector 61,1.6,13913,2,2,2,3,Under Construction,1278,1,0,0,0,0,0,37,"28.4050° N, 77.0963° E",28.405,77.0963
house,independent,sector 12,1.7,9444,3,3,0,1,Old Property,200,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,bhagwati sadan,sector 12,1.15,5500,3,4,2,2,Old Property,2000,0,1,0,0,1,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
house,independent,sector 23,5.1,16569,3,2,0,1,Old Property,3078,0,0,0,0,1,0,27,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,ss the leaf,sector 85,1.22,13319,2,2,3,16,Relatively New,1300,0,0,1,0,0,0,81,"28.4042° N, 76.9513° E",28.4042,76.9513
house,independent,sector 5,0.75,6410,2,2,0,1,Relatively New,130,0,0,0,0,0,0,0,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,raheja vedaanta,sector 108,1,4854,2,2,2,0,Relatively New,2060,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,signature global synera,sector 81,0.48,8451,2,2,1,7,Relatively New,613,0,0,0,0,0,1,70,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,supertech hilltown,sector 2,0.8,5556,3,2,3,8,Moderately Old,1440,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
house,eldeco mansionz,sector 48,5,21368,7,7,3,2,Moderately Old,2340,0,0,0,0,0,1,40,"28.4177° N, 77.0359° E",28.4177,77.0359
house,independent,sector 7,3,11494,7,7,0,3,Old Property,2610,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,dlf regal gardens,sector 90,1.75,7901,4,4,3+,3,Relatively New,2005,0,0,0,0,1,0,6,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,m3m woodshire,sector 107,0.8,5857,2,2,3+,7,Relatively New,1236,0,0,0,0,0,1,165,"28.5052° N, 76.9729° E",28.5052,76.9729
house,independent,sector 43,3.35,26973,1,1,0,1,Old Property,1242,0,0,0,0,0,0,9,"28.4629° N, 77.0772° E",28.4629,77.0772
house,palam vihar extension west zone rwa,sector 2,0.35,6481,2,2,0,1,New Property,600,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
house,independent,sector 24,1.45,2984,3,3,1,2,Old Property,540,0,0,0,0,0,0,9,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,tulip yellow,sector 69,1.8,10563,3,3,3,14,Under Construction,1893,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,bestech park view grand spa,sector 81,4,9524,4,5,3+,15,Relatively New,3801,0,1,0,0,0,1,127,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 4,2.3,17012,4,4,3,2,Old Property,160,0,0,0,0,0,1,15,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,dlf the grove,sector 43,6,25000,4,4,2,1,Under Construction,2667,0,1,0,0,0,1,49,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,ss the leaf,sector 85,1.91,5026,4,6,3,6,Relatively New,3890,0,1,0,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ss the leaf,sector 85,1.2,7317,2,2,3,12,Relatively New,1484,0,0,0,0,0,1,157,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,emaar mgf emerald estate,sector 65,1.75,12545,3,3,3,10,Relatively New,1081,0,1,0,0,0,1,124,"28.4030° N, 77.0690° E",28.403,77.069
flat,green court,sector 90,0.47,6812,2,2,1,0,New Property,767,0,0,0,0,0,0,49,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,experion windchants,sector 112,3.29,11742,3,3,3+,2,Relatively New,2225.56,0,1,0,0,0,1,152,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,maa bhagwati residency,sector 7,0.45,5000,2,2,1,4,Relatively New,1000,0,0,0,0,0,0,28,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,apex our homes,sector 37,0.35,3784,2,2,1,7,Relatively New,850,0,0,0,0,0,1,158,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,dlf city plots phase 3,sector 24,6.5,18571,4,5,3+,3,New Property,3889,0,1,0,0,0,2,42,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,ss the leaf,sector 85,1.07,6524,2,2,3,21,Relatively New,1484,0,0,0,1,0,0,67,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,experion the heartsong,sector 108,1.3,8344,3,3,3+,7,Relatively New,1661,1,0,0,0,0,0,150,"28.5134° N, 76.9830° E",28.5134,76.983
flat,vatika the seven lamps,sector 82,1.37,8754,3,3,3,11,Relatively New,2000,1,1,0,1,0,1,145,"28.3935° N, 76.9600° E",28.3935,76.96
house,vatika india next,sector 82,6.5,20062,4,3,0,2,Relatively New,3240,0,0,0,0,0,0,0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,gls avenue 51,sector 92,0.42,7107,2,2,1,4,Relatively New,657,1,0,0,1,0,1,42,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf regal gardens,sector 90,1.3,7151,3,3,3+,7,Relatively New,1700,0,0,0,0,0,0,141,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ansal api esencia,sector 67,1,6435,3,3,3+,2,Moderately Old,1406,0,0,0,0,0,0,9,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,signature global city 63a,sector 63a,1.55,14776,2,2,2,2,Under Construction,1167,0,0,0,0,0,0,0,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,emaar imperial gardens,sector 102,1.7,8395,3,4,3+,8,Relatively New,1750,0,1,0,1,0,1,174,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ss the leaf,sector 85,2.03,7229,4,4,3+,3,Relatively New,2225,0,0,0,0,1,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,orris carnation residency,sector 85,1.1,6687,3,4,3,6,Moderately Old,1467,0,1,0,0,0,2,65,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,pareena laxmi apartments,sector 99,0.32,5787,2,2,2,11,New Property,502,0,0,0,0,0,0,66,"28.4640° N, 76.9614° E",28.464,76.9614
flat,ambience creacions,sector 22,1.99,14420,2,2,2,9,New Property,1285,1,1,0,1,0,0,20,"28.5072° N, 77.0640° E",28.5072,77.064
flat,afnhb jalvayu vihar,sector 30,1.45,11154,3,2,2,2,Old Property,1300,0,0,0,0,0,2,75,"28.4604° N, 77.0579° E",28.4604,77.0579
flat,emaar gurgaon greens,sector 102,1.4,8485,3,3,3,4,Relatively New,1493,0,1,0,0,0,1,83,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ss the leaf,sector 85,2,6579,4,5,3+,1,Relatively New,2545,0,1,1,0,0,0,106,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,satya the hermitage,sector 103,1.12,5625,3,4,3+,9,New Property,1734,0,1,0,0,0,0,49,"28.4949° N, 76.9845° E",28.4949,76.9845
house,independent,sector 43,5.5,19298,8,7,3+,3,Moderately Old,2850,1,1,0,1,1,1,123,"28.4629° N, 77.0772° E",28.4629,77.0772
house,dlf city plots phase 2,sector 25,7.5,31686,9,9,3+,4,Relatively New,2300.5,1,1,0,1,0,1,160,"28.4844° N, 77.0860° E",28.4844,77.086
flat,adani aangan arcade,sector 88a,0.45,7200,2,2,1,3,New Property,694,0,0,0,0,0,0,14,"28.4347° N, 76.9557° E",28.4347,76.9557
house,uppal southend,sector 49,3.75,25562,2,6,3+,3,Moderately Old,1467,1,0,0,0,0,1,26,"28.4121° N, 77.0480° E",28.4121,77.048
flat,vipul belmonte,sector 53,6,24490,3,4,3+,6,Moderately Old,2217,0,1,0,0,1,1,26,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,signature global solera,sector 107,0.28,5726,2,2,2,10,Relatively New,543,0,0,0,0,0,0,38,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,emaar gurgaon greens,sector 102,1.5,9091,3,3,3,7,Relatively New,1315,0,0,0,1,0,1,174,"28.4750° N, 76.9715° E",28.475,76.9715
flat,raheja revanta,sector 78,0.99,6100,2,2,3,14,Under Construction,1467,0,0,0,0,1,0,39,"28.3733° N, 76.9729° E",28.3733,76.9729
house,independent,sector 26,15,33201,5,6,3+,3,Moderately Old,4518,1,1,1,1,0,1,78,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,suposhaa smartworld orchard,sector 61,2.25,14526,3,3,2,3,Under Construction,1721,0,0,0,0,0,0,0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ramsons kshitij,sector 95,0.3,3158,2,2,1,11,New Property,950,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,chd avenue,sector 71,0.82,7081,2,2,2,6,Moderately Old,1086,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,satya element one,sector 49,0.87,19333,1,1,1,2,Relatively New,500,0,0,0,0,0,0,22,"28.4121° N, 77.0480° E",28.4121,77.048
house,unitech uniworld resorts,sector 33,9.5,23336,5,7,3+,2,Under Construction,4071,1,1,1,1,0,0,57,"28.4420° N, 77.0207° E",28.442,77.0207
flat,rof ananda,sector 95,0.2,5464,1,1,1,10,Relatively New,407,0,0,0,0,0,0,82,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,experion windchants,sector 112,5.2,10726,4,6,3+,15,Relatively New,3655.35,0,1,0,1,0,1,174,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,signature andour heights,sector 71,0.59,8429,2,2,1,6,Moderately Old,639,0,0,0,0,0,0,67,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,bestech park view residency,sector 2,0.56,8629,1,2,2,7,Moderately Old,723,0,0,0,0,0,0,92,"28.5095° N, 77.0320° E",28.5095,77.032
flat,the lions cghs,sector 56,2,8333,4,4,3,8,Relatively New,2253,0,0,0,0,1,1,49,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,kashish manor one,sector 111,1.65,7097,3,4,3+,14,Under Construction,2104,0,1,0,0,1,0,8,"28.5238° N, 77.0320° E",28.5238,77.032
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707,2,2,1,0,Relatively New,944,0,0,0,0,0,0,46,"28.4738° N, 77.0107° E",28.4738,77.0107
house,vipul world,sector 48,3.35,5583,6,5,3+,3,Moderately Old,6000,0,0,0,0,0,0,53,"28.4177° N, 77.0359° E",28.4177,77.0359
house,independent,sector 3,0.37,7923,1,1,1,1,Relatively New,480,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sobha city,sector 108,2.6,15196,3,3,2,8,Relatively New,1711,0,0,0,0,0,0,99,"28.5134° N, 76.9830° E",28.5134,76.983
flat,maruti vihar colony,sector 28,0.95,8887,2,1,1,1,Old Property,1188,0,0,0,0,0,0,59,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,unitech sunbreeze,sector 69,0.75,6849,2,2,2,4,Under Construction,991,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,godrej summit,sector 104,1.1,8668,2,2,3,16,Under Construction,1148,0,0,0,0,1,0,88,"28.4788° N, 76.9960° E",28.4788,76.996
house,vatika the seven lamps,sector 82,1.6,6598,4,4,3+,16,Moderately Old,2425,0,1,0,0,0,0,94,"28.3935° N, 76.9600° E",28.3935,76.96
house,independent,sector 17,8.5,18814,4,4,2,2,Old Property,4518,1,1,0,1,0,1,21,"28.4791° N, 77.0608° E",28.4791,77.0608
flat,godrej nature plus,sector 33,1.75,8768,3,3,0,2,Under Construction,1996,0,0,0,0,0,0,56,"28.4420° N, 77.0207° E",28.442,77.0207
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9874,2,2,2,0,Relatively New,1100,0,0,0,0,0,0,79,"28.4750° N, 76.9715° E",28.475,76.9715
flat,godrej,sector 79,1.35,8970,3,3,2,7,Relatively New,1362,0,0,0,0,0,0,118,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,m3m woodshire,sector 107,1.21,6227,3,3,3,7,Moderately Old,1713,0,0,0,0,0,1,126,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,pareena coban residences,sector 99,1.08,6626,3,5,3,2,Relatively New,1750,0,1,0,0,1,0,49,"28.4640° N, 76.9614° E",28.464,76.9614
flat,imperia the esfera,sector 37,0.99,5455,3,4,3,9,Relatively New,1660,0,1,0,0,0,0,49,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,bestech park view city,sector 48,4.25,9335,4,5,3+,14,Moderately Old,4120,1,0,0,0,0,1,81,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,godrej,sector 79,1.18,8532,2,2,3,7,Relatively New,1252,0,0,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,vipul lavanya,sector 81,1.28,7175,3,3,3,1,Moderately Old,1982,0,1,0,1,0,1,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,pareena mi casa,sector 68,1.1,8835,2,2,3,11,New Property,1127,0,0,0,0,0,0,95,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,dlf wellington estate,sector 43,2.09,14615,3,3,2,11,Old Property,1294,0,0,0,0,0,1,79,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,tulip violet,sector 69,1.32,8413,3,3,1,12,Relatively New,1419,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf belvedere towers,sector 25,3.4,13765,4,4,3,1,Old Property,2744,0,1,0,0,0,0,26,"28.4844° N, 77.0860° E",28.4844,77.086
flat,imperia the esfera,sector 37,0.99,5500,3,3,1,10,New Property,1643,0,1,0,0,0,0,49,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,orchid petals,sector 49,4.21,11836,5,6,3+,14,Relatively New,3219,0,1,0,1,0,0,35,"28.4121° N, 77.0480° E",28.4121,77.048
house,independent,sector 26,18,39841,5,4,3+,4,Moderately Old,4518,1,1,1,1,0,1,113,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,pareena mi casa,sector 68,1.1,9016,2,2,3,13,New Property,1244,0,0,0,0,0,0,106,"28.3853° N, 77.0484° E",28.3853,77.0484
house,independent,sector 50,12.5,40611,6,5,3,4,Moderately Old,3078,1,1,0,1,0,1,23,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,mapsko paradise,sector 83,0.75,5597,3,3,3,10,New Property,1162,0,0,0,0,1,1,49,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,experion windchants,sector 112,6.5,10417,4,5,3,11,Relatively New,4800,0,0,0,0,0,0,55,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,dlf the primus,sector 82a,2.25,10714,3,3,3+,29,Relatively New,2333,0,1,0,0,0,2,72,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,conscient heritage max,sector 102,2.2,10237,3,4,3+,9,Moderately Old,1945,1,1,0,0,0,0,125,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 26,8.9,32963,4,4,3+,2,Old Property,2700,1,1,1,1,0,0,82,"28.4757° N, 77.1032° E",28.4757,77.1032
house,independent,sector 43,5.3,27390,3,9,3+,3,Moderately Old,1935,0,1,0,0,0,1,71,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,emaar palm gardens,sector 83,1.8,9474,3,4,0,9,Relatively New,1900,0,0,0,0,0,0,55,"28.3986° N, 76.9647° E",28.3986,76.9647
house,independent,sector 7,1.2,11194,2,4,2,3,Old Property,1072,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,kiran residency,sector 56,1.55,6889,3,3,3+,5,Moderately Old,1900,0,1,0,1,0,1,92,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,dlf regal gardens,sector 90,1.24,7066,3,3,3+,9,Relatively New,1600,0,0,0,0,1,0,72,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,pareena mi casa,sector 68,1,8163,2,2,2,16,New Property,1361,0,1,0,0,0,0,65,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,supertech hues,sector 68,0.93,8611,2,2,2,11,New Property,1200,0,0,0,0,0,0,0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,citizen apartment,sector 51,3.55,6826,5,6,3+,11,Moderately Old,5200,1,1,1,1,0,1,157,"28.4320° N, 77.0686° E",28.432,77.0686
flat,godrej summit,sector 104,1.3,7893,3,3,3,8,New Property,1490,0,0,0,0,1,0,103,"28.4788° N, 76.9960° E",28.4788,76.996
flat,indiabulls enigma,sector 110,3.7,10882,4,5,3,7,Relatively New,3077,0,1,0,0,0,0,156,"28.5145° N, 77.0197° E",28.5145,77.0197
house,vipul tatvam villa,sector 48,5.75,22184,4,4,2,2,Moderately Old,2592,0,1,0,0,0,0,30,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,krrish provence estate,gwal pahari,7.5,7500,5,6,3+,23,Relatively New,9050,0,1,0,1,1,0,49,"28.4484° N, 77.0210° E",28.4484,77.021
flat,godrej summit,sector 104,1.05,5833,3,4,3+,7,Relatively New,2000,0,1,0,0,0,1,96,"28.4788° N, 76.9960° E",28.4788,76.996
house,adani brahma samsara,sector 60,18.02,28200,9,12,3+,3,Relatively New,6390,0,1,0,0,0,1,146,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,emaar mgf palm studios,sector 66,1.45,14796,2,2,3,3,Relatively New,1082,0,0,0,0,0,0,92,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,emaar palm gardens,sector 83,1.75,9211,3,3,3,6,Relatively New,1549,0,1,0,0,0,1,105,"28.3986° N, 76.9647° E",28.3986,76.9647
house,independent,sector 31,3.5,24155,4,3,3,2,Moderately Old,1449,0,0,1,0,0,1,81,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,signature global grand iva,sector 103,0.5,6667,2,2,0,10,Relatively New,750,0,0,0,0,0,0,0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,indiabulls centrum park,sector 103,1.34,7882,3,3,3+,12,Relatively New,1725,1,1,1,1,0,1,38,"28.4949° N, 76.9845° E",28.4949,76.9845
house,international city by sobha phase 1,sector 109,6.15,27333,5,5,3+,3,Relatively New,2250,0,1,1,1,0,1,130,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,bestech park view sanskruti,sector 92,1.5,7812,3,3,3,3,Relatively New,1738,0,0,0,0,1,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ireo victory valley,sector 67,4.75,13930,4,4,3+,0,Relatively New,3200,1,1,1,1,0,1,165,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,tulip violet,sector 69,1.7,8458,4,4,2,1,Relatively New,1819,0,0,0,0,0,0,126,"28.3966° N, 77.0341° E",28.3966,77.0341
house,unitech uniworld resorts,sector 33,10,20202,5,6,3,4,New Property,4950,1,1,0,0,0,0,26,"28.4420° N, 77.0207° E",28.442,77.0207
flat,prime habitat,sector 99,0.32,4658,2,2,1,7,Relatively New,601,0,0,0,0,0,0,44,"28.4640° N, 76.9614° E",28.464,76.9614
flat,vatika lifestyle homes,sector 83,1.05,5983,3,3,2,14,Relatively New,1588,1,1,1,1,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
house,iffco nagar and 17b rwa,sector 17,2.98,20566,2,6,3+,3,Relatively New,1449,1,0,0,1,0,0,78,"28.4791° N, 77.0608° E",28.4791,77.0608
flat,gls avenue 51,sector 92,0.45,7614,2,2,1,10,New Property,646,1,0,0,0,0,1,20,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,parsvnath exotica,sector 53,4.8,14679,3,4,3+,12,New Property,2895,0,0,0,0,0,0,69,"28.4433° N, 77.0948° E",28.4433,77.0948
house,emaar mgf marbella,sector 66,12,37037,4,4,3+,3,Relatively New,3240,1,1,1,1,0,1,160,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,mapsko casa bella,sector 82,0.86,8121,3,3,3,5,Moderately Old,1234,1,0,0,0,0,1,120,"28.3935° N, 76.9600° E",28.3935,76.96
flat,rof ananda,sector 95,0.36,5660,2,2,2,10,New Property,717,1,0,0,0,0,0,75,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 23,2.9,11600,4,4,3,2,Relatively New,2500,0,1,0,0,0,1,43,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,la lagune,sector 54,6.75,21361,4,6,3+,11,Moderately Old,2455,0,1,0,0,0,1,119,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,ramsons kshitij,sector 95,0.32,4501,2,2,1,8,Relatively New,563,0,0,0,0,1,2,28,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 40,5,21124,9,9,3+,3,Relatively New,2367,0,0,0,1,0,1,66,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,conscient heritage max,sector 102,2.2,10237,3,4,3+,20,Relatively New,1186,1,1,0,0,0,1,45,"28.4750° N, 76.9715° E",28.475,76.9715
flat,vatika city,sector 49,3.6,11921,4,5,3,7,Moderately Old,3356,0,1,0,1,0,2,15,"28.4121° N, 77.0480° E",28.4121,77.048
house,signature global city 63a,sector 63,1.5,6289,3,3,2,1,New Property,2385,0,0,0,0,0,0,0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,dlf regal gardens,sector 90,1.79,8081,4,3,3+,10,Moderately Old,2461,0,0,0,0,0,0,63,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,m3m soulitude,sector 89,1.28,8828,3,3,2,4,Under Construction,1611,1,0,0,0,0,0,114,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 46,2.4,2963,4,4,3,3,Moderately Old,900,0,0,1,0,0,1,44,"28.4374° N, 77.0586° E",28.4374,77.0586
house,independent,sector 7,0.95,21111,2,1,1,3,New Property,450,0,0,0,0,0,0,15,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,vatika city,sector 49,2.64,11723,3,4,3+,2,Moderately Old,2252,0,1,0,1,0,1,140,"28.4121° N, 77.0480° E",28.4121,77.048
house,independent,sector 39,15,33333,5,5,3+,4,Moderately Old,4500,0,1,0,0,0,1,27,"28.4434° N, 77.0515° E",28.4434,77.0515
house,independent,sector 26,8.1,35294,5,5,2,4,Old Property,2295,0,0,0,0,0,0,42,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,shree vardhman victoria,sector 70,1.75,8204,3,5,3,7,New Property,1527,0,1,0,1,0,0,37,"28.3968° N, 77.0233° E",28.3968,77.0233
house,unitech nirvana birch court,sector 50,6.8,31481,4,4,3+,2,Old Property,2160,1,1,0,1,0,0,105,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ansal housing highland park,sector 103,0.88,6428,2,2,3,3,New Property,1232,0,0,0,0,0,0,52,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,tulip violet,sector 69,1.68,8350,4,4,2,1,Relatively New,1819,0,0,0,1,0,0,102,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 4,0.5,9259,2,3,2,3,Old Property,540,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,sare homes,sector 92,0.56,4730,3,1,3,1,Moderately Old,1316,0,0,0,0,0,1,75,"28.4079° N, 76.9153° E",28.4079,76.9153
house,independent,sector 14,4.6,20444,1,1,0,1,Old Property,2250,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,tulip violet,sector 69,1.19,8815,2,3,1,0,Relatively New,1500,1,0,0,0,0,1,174,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 105,0.35,7778,2,2,1,2,Moderately Old,556,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
house,dlf city plots,sector 26,13.5,29880,5,5,2,2,Moderately Old,4518,1,1,0,0,1,1,104,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,conscient heritage max,sector 102,1.75,9011,3,4,3+,13,Relatively New,1757,0,1,0,0,0,1,94,"28.4750° N, 76.9715° E",28.475,76.9715
flat,m3m capital,sector 113,2.51,14800,3,3,3+,2,Under Construction,1696,1,0,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
house,unitech uniworld resorts,sector 33,11.75,23240,5,7,3+,3,Relatively New,5056,0,1,0,0,0,0,80,"28.4420° N, 77.0207° E",28.442,77.0207
flat,vatika lifestyle homes,sector 83,1.15,8214,3,3,1,7,Moderately Old,1607,0,0,0,0,0,1,95,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,signature global synera,sector 81,0.45,7525,2,2,2,6,Relatively New,664,0,0,1,0,0,1,39,"28.3867° N, 76.9485° E",28.3867,76.9485
